:Number	Year	Date	County	Area	Status	Sex	TotalLength	CrusherClawWidth	CrusherLoss	SiccorLoss	ClawRatio
293	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	272	44	0	0	0.161764706
294	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	242	37	0	0	0.152892562
295	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	312	66	0	0	0.211538462
296	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	247	46	0	0	0.186234818
297	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	297	67	0	0	0.225589226
298	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	285	64	0	0	0.224561404
299	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	303	53	0	0	0.174917492
300	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	305	51	0	0	0.167213115
301	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	275	46	0	0	0.167272727
302	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	330	69	0	0	0.209090909
303	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	261	48	0	0	0.183908046
304	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	314	54	0	0	0.171974522
305	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	282	63	0	0	0.223404255
306	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	317	54	0	0	0.170347003
307	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	256	42	0	0	0.1640625
308	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	290	47	0	0	0.162068966
309	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	266	49	0	0	0.184210526
310	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	264	41	0	0	0.15530303
311	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	215	38	0	0	0.176744186
312	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	203	34	0	0	0.167487685
313	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	330	70	0	0	0.212121212
314	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	245	44	0	0	0.179591837
315	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	315	71	0	0	0.225396825
316	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	276	62	0	0	0.224637681
317	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	268	55	0	0	0.205223881
318	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	248	49	0	0	0.197580645
319	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	266	44	0	0	0.165413534
320	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	301	67	0	0	0.222591362
321	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	292	60	0	0	0.205479452
322	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	329	54	0	0	0.164133739
323	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	250	40	0	0	0.16
324	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	202	33	0	0	0.163366337
325	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	269	51	0	0	0.189591078
326	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	143	22	0	0	0.153846154
327	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	330	68	0	0	0.206060606
328	2017	18/08/2017	Østfold	Kvernskjar	MPA	Males	334	75	0	0	0.224550898
329	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	353	60	0	0	0.169971671
330	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	268	43	0	0	0.160447761
331	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	308	52	0	0	0.168831169
332	2017	18/08/2017	Østfold	Kvernskjar	MPA	Females	290	50	0	0	0.172413793
333	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	263	40	0	0	0.152091255
334	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	240	45	0	0	0.1875
335	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	303	69	0	0	0.227722772
336	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	308	51	0	0	0.165584416
337	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	288	46	0	0	0.159722222
338	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	317	68	0	0	0.214511041
339	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	181	28	0	0	0.154696133
340	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	143	22	0	0	0.153846154
341	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	277	57	0	0	0.205776173
342	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	232	37	0	0	0.159482759
343	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	226	37	0	0	0.163716814
344	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	331	69	0	0	0.208459215
345	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	278	43	0	0	0.154676259
346	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	248	40	0	0	0.161290323
347	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	189	31	0	0	0.164021164
348	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	224	35	0	0	0.15625
349	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	283	49	0	0	0.173144876
350	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	303	60	0	0	0.198019802
351	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	353	85	0	0	0.240793201
352	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	297	57	0	0	0.191919192
353	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	200	35	0	0	0.175
354	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	332	55	0	0	0.165662651
355	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	353	58	0	0	0.164305949
356	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	333	84	0	0	0.252252252
357	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	308	51	0	0	0.165584416
358	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	272	53	0	0	0.194852941
359	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	318	50	0	0	0.157232704
360	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	332	72	0	0	0.21686747
361	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	330	54	0	0	0.163636364
362	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	297	48	0	0	0.161616162
363	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	327	53	0	0	0.162079511
364	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	277	46	0	0	0.166064982
365	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	287	58	0	0	0.202090592
366	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	317	58	0	0	0.1829653
367	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	308	48	0	0	0.155844156
368	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	289	48	0	1	0.166089965
369	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	242	39	0	0	0.161157025
370	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	257	43	0	0	0.167315175
371	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	294	68	0	0	0.231292517
372	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	290	46	0	0	0.15862069
373	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	257	40	0	0	0.155642023
374	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	320	53	0	0	0.165625
375	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	279	61	0	0	0.218637993
376	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	306	68	0	0	0.222222222
377	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	263	44	0	0	0.16730038
378	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	288	49	0	0	0.170138889
379	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	282	57	0	0	0.20212766
380	2017	19/08/2017	Østfold	Kvernskjar	MPA	Males	284	57	0	0	0.200704225
381	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	265	45	0	0	0.169811321
382	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	263	44	0	0	0.16730038
383	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	292	48	0	0	0.164383562
384	2017	19/08/2017	Østfold	Kvernskjar	MPA	Females	290	49	0	0	0.168965517
385	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	277	62	0	0	0.223826715
386	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	226	41	0	0	0.181415929
387	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	260	47	0	0	0.180769231
388	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	276	44	0	0	0.15942029
389	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	264	44	0	0	0.166666667
390	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	255	40	0	0	0.156862745
391	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	249	39	0	0	0.156626506
392	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	210	32	0	0	0.152380952
393	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	285	42	0	0	0.147368421
394	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	275	44	0	0	0.16
395	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	202	34	0	0	0.168316832
396	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	260	40	0	0	0.153846154
397	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	221	30	0	0	0.135746606
398	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	270	45	0	0	0.166666667
399	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	290	57	0	0	0.196551724
400	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	242	42	0	0	0.173553719
401	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	262	52	0	0	0.198473282
402	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	270	52	0	0	0.192592593
403	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	212	37	0	0	0.174528302
404	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	215	36	0	0	0.16744186
405	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	250	48	0	0	0.192
406	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	240	40	0	0	0.166666667
407	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	253	48	0	0	0.18972332
408	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	225	33	0	0	0.146666667
409	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	250	40	0	0	0.16
410	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	250	41	0	0	0.164
411	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	229	42	0	0	0.183406114
412	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	291	62	0	0	0.213058419
413	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	217	37	0	0	0.170506912
414	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	265	46	0	0	0.173584906
415	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	249	48	0	0	0.192771084
416	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	290	59	0	0	0.203448276
417	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	226	35	0	0	0.154867257
418	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	192	31	0	0	0.161458333
419	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	265	48	0	0	0.181132075
420	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	275	47	0	0	0.170909091
421	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	320	53	0	0	0.165625
422	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	270	52	0	0	0.192592593
423	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	265	49	0	0	0.18490566
424	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	264	46	0	0	0.174242424
425	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	305	67	0	0	0.219672131
426	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	243	42	0	0	0.172839506
427	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	195	32	0	0	0.164102564
428	2017	16/08/2017	Østfold	Vikertangflu	Fished	Males	322	66	0	0	0.204968944
429	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	295	49	0	0	0.166101695
430	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	280	28	0	0	0.1
431	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	262	40	0	0	0.152671756
432	2017	16/08/2017	Østfold	Vikertangflu	Fished	Females	245	41	0	0	0.167346939
433	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	245	43	0	0	0.175510204
434	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	209	35	0	0	0.167464115
435	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	221	35	0	0	0.158371041
436	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	311	65	0	0	0.209003215
437	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	241	41	0	0	0.170124481
438	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	266	40	0	0	0.15037594
439	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	240	38	0	0	0.158333333
440	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	243	42	0	0	0.172839506
441	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	242	40	0	0	0.165289256
442	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	228	38	0	0	0.166666667
443	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	280	48	0	0	0.171428571
444	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	307	63	0	0	0.205211726
445	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	270	45	0	0	0.166666667
446	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	256	40	0	0	0.15625
447	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	266	42	0	0	0.157894737
448	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	236	41	0	0	0.173728814
449	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	253	40	0	0	0.158102767
450	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	243	36	0	0	0.148148148
451	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	271	54	0	0	0.199261993
452	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	262	49	0	0	0.187022901
453	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	247	46	0	0	0.186234818
454	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	227	35	0	0	0.154185022
455	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	285	57	0	0	0.2
456	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	243	43	0	0	0.176954733
457	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	268	43	0	0	0.160447761
458	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	227	40	0	0	0.176211454
459	2017	17/08/2017	Østfold	Vikertangflu	Fished	Females	264	45	0	0	0.170454545
460	2017	17/08/2017	Østfold	Vikertangflu	Fished	Males	195	33	0	0	0.169230769
461	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	198	32	0	0	0.161616162
462	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	293	53	0	0	0.180887372
463	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	305	68	0	0	0.22295082
464	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	340	53	0	0	0.155882353
465	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	180	31	0	0	0.172222222
466	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	261	42	0	0	0.16091954
467	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	257	43	0	0	0.167315175
468	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	242	44	0	0	0.181818182
469	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	208	35	0	0	0.168269231
470	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	241	41	0	0	0.170124481
471	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	296	50	0	0	0.168918919
472	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	246	45	0	0	0.182926829
473	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	260	43	0	0	0.165384615
474	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	206	37	0	0	0.17961165
475	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	166	28	0	0	0.168674699
476	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	242	41	0	0	0.169421488
477	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	248	46	0	0	0.185483871
478	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	250	49	0	0	0.196
479	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	223	41	1	1	0.183856502
480	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	261	42	0	0	0.16091954
481	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	194	32	0	0	0.164948454
482	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	238	39	0	0	0.163865546
483	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	205	37	0	0	0.180487805
484	2017	18/08/2017	Østfold	Vikertangflu	Fished	Males	308	62	0	0	0.201298701
485	2017	18/08/2017	Østfold	Vikertangflu	Fished	Females	237	46	0	0	0.194092827
486	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	263	30	0	0	0.114068441
487	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	300	53	0	0	0.176666667
488	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	315	65	0	0	0.206349206
489	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	215	35	0	0	0.162790698
490	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	202	32	0	0	0.158415842
491	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	238	43	0	0	0.180672269
492	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	282	54	0	0	0.191489362
493	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	287	60	0	0	0.209059233
494	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	264	43	0	0	0.162878788
495	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	201	33	0	1	0.164179104
496	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	240	47	0	0	0.195833333
497	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	262	43	0	0	0.164122137
498	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	245	43	0	0	0.175510204
499	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	236	40	0	0	0.169491525
500	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	272	56	0	0	0.205882353
501	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	242	40	0	0	0.165289256
502	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	252	41	0	0	0.162698413
503	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	243	44	0	0	0.181069959
504	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	190	33	0	0	0.173684211
505	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	207	32	0	0	0.154589372
506	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	250	33	0	0	0.132
507	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	245	43	0	0	0.175510204
508	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	243	46	0	0	0.189300412
509	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	250	40	0	0	0.16
510	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	241	44	0	0	0.182572614
511	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	214	37	0	0	0.172897196
512	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	289	57	0	0	0.197231834
513	2017	19/08/2017	Østfold	Vikertangflu	Fished	Females	249	41	0	0	0.164658635
514	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	303	67	0	0	0.221122112
515	2017	19/08/2017	Østfold	Vikertangflu	Fished	Males	262	53	0	0	0.202290076
516	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	215	34	0	0	0.158139535
517	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	192	30	0	0	0.15625
518	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	292	49	0	0	0.167808219
519	2017	20/08/2017	Vestfold	Bolarne	Fished	Males	268	53	0	0	0.197761194
520	2017	20/08/2017	Vestfold	Bolarne	Fished	Males	306	64	0	0	0.209150327
521	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	288	48	0	0	0.166666667
522	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	202	32	0	0	0.158415842
523	2017	20/08/2017	Vestfold	Bolarne	Fished	Males	228	40	0	0	0.175438596
524	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	221	36	0	0	0.162895928
525	2017	20/08/2017	Vestfold	Bolarne	Fished	Males	200	35	0	0	0.175
526	2017	20/08/2017	Vestfold	Bolarne	Fished	Males	253	46	0	0	0.181818182
527	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	304	49	0	0	0.161184211
528	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	267	42	0	0	0.157303371
529	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	310	49	0	0	0.158064516
530	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	240	39	0	0	0.1625
531	2017	20/08/2017	Vestfold	Bolarne	Fished	Females	255	43	0	0	0.168627451
532	2017	21/08/2017	Vestfold	Bolarne	Fished	Males	197	34	0	0	0.172588832
533	2017	21/08/2017	Vestfold	Bolarne	Fished	Females	250	41	0	0	0.164
534	2017	21/08/2017	Vestfold	Bolarne	Fished	Females	225	25	0	0	0.111111111
535	2017	21/08/2017	Vestfold	Bolarne	Fished	Males	287	57	0	0	0.198606272
536	2017	21/08/2017	Vestfold	Bolarne	Fished	Females	256	43	0	0	0.16796875
537	2017	21/08/2017	Vestfold	Bolarne	Fished	Females	236	38	0	0	0.161016949
538	2017	21/08/2017	Vestfold	Bolarne	Fished	Females	251	43	0	0	0.171314741
539	2017	21/08/2017	Vestfold	Bolarne	Fished	Males	205	35	0	0	0.170731707
540	2017	22/08/2017	Vestfold	Bolarne	Fished	Males	259	48	0	0	0.185328185
541	2017	22/08/2017	Vestfold	Bolarne	Fished	Males	261	47	0	0	0.180076628
542	2017	22/08/2017	Vestfold	Bolarne	Fished	Males	286	57	0	0	0.199300699
543	2017	22/08/2017	Vestfold	Bolarne	Fished	Females	188	31	0	0	0.164893617
544	2017	22/08/2017	Vestfold	Bolarne	Fished	Females	211	33	0	0	0.156398104
545	2017	22/08/2017	Vestfold	Bolarne	Fished	Females	268	41	0	0	0.152985075
546	2017	22/08/2017	Vestfold	Bolarne	Fished	Females	290	49	0	0	0.168965517
547	2017	22/08/2017	Vestfold	Bolarne	Fished	Males	262	48	0	0	0.183206107
548	2017	22/08/2017	Vestfold	Bolarne	Fished	Males	268	54	0	0	0.201492537
549	2017	22/08/2017	Vestfold	Bolarne	Fished	Females	258	41	0	0	0.158914729
550	2017	22/08/2017	Vestfold	Bolarne	Fished	Males	245	44	0	0	0.179591837
551	2017	23/08/2017	Vestfold	Bolarne	Fished	Females	207	33	0	0	0.15942029
552	2017	23/08/2017	Vestfold	Bolarne	Fished	Females	248	39	0	0	0.157258065
553	2017	23/08/2017	Vestfold	Bolarne	Fished	Females	240	37	0	0	0.154166667
554	2017	23/08/2017	Vestfold	Bolarne	Fished	Males	194	19	0	0	0.097938144
555	2017	23/08/2017	Vestfold	Bolarne	Fished	Males	234	40	0	0	0.170940171
556	2017	23/08/2017	Vestfold	Bolarne	Fished	Males	218	36	0	0	0.165137615
557	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	295	47	0	0	0.159322034
558	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	241	37	0	0	0.153526971
559	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	272	46	0	0	0.169117647
560	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	335	57	0	0	0.170149254
561	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	380	65	0	0	0.171052632
562	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	257	40	0	0	0.155642023
563	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	236	36	0	0	0.152542373
564	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	238	38	0	0	0.159663866
565	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	318	55	0	0	0.172955975
566	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	282	27	0	0	0.095744681
567	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	292	50	0	0	0.171232877
568	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	276	45	0	0	0.163043478
569	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	313	54	0	0	0.172523962
570	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	264	45	0	0	0.170454545
571	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	336	55	0	0	0.163690476
572	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	385	60	0	0	0.155844156
573	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	268	44	0	0	0.164179104
574	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	342	55	0	0	0.160818713
575	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	273	43	0	0	0.157509158
576	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	318	65	0	0	0.204402516
577	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	290	48	0	0	0.165517241
578	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	296	49	0	0	0.165540541
579	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	315	65	0	0	0.206349206
580	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	335	61	0	0	0.182089552
581	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	355	88	0	0	0.247887324
582	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	261	53	0	0	0.203065134
583	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	352	81	0	0	0.230113636
584	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	270	55	0	0	0.203703704
585	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	328	75	0	0	0.228658537
586	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	328	58	0	0	0.176829268
587	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	268	53	0	0	0.197761194
588	2017	20/08/2017	Vestfold	Haneflu	MPA	Males	263	53	0	0	0.201520913
589	2017	20/08/2017	Vestfold	Haneflu	MPA	Females	298	49	0	0	0.16442953
